PROJECT_CODE,PROJECT_CATEGORY,PROJECT_ORGANIZATION,PROJECT_NAME,PROJECT_DESCRIPTION,PROJECT_STATUS,PROJECT_PHASE,PROJECT_PRIORITY,PROJECT_INNOVATION_STATUS,PROJECT_RESEARCH_DEVELOPMENT_LINK,PROJECT_SANOFI_THERAPEUTIC_AREA,ASSET_INN,ASSET_BRAND_NAME,ASSET_MECHANISM_OF_ACTION,ASSET_MOA_SHORT_NAME,ASSET_ACTIVE_SUBSTANCE_TYPE,ASSET_ACTIVE_SUBSTANCE_SUBTYPE,ASSET_ORIGIN_OF_ACTIVE_SUBSTANCE,ASSET_PHARMACOLOGICAL_EFFECT,INDICATION_UNIQUE_CODE,INDICATION_LEAD_FLAG,INDICATION_LONGNAME,INDICATION_SHORTNAME,INDICATION_PHASE,INDICATION_CODE_MEDDRA,INDICATION_NAME_MEDDRA,INDICATION_STATUS,INDICATION_SANOFI_THERAPEUTIC_AREA,INDICATION_SANOFI_SUB_THERAPEUTIC_AREA_FRANCHISE,INDICATION_PTRS
SP0288,Development,VACCINE,C19 rec,SARS-Cov-2 recombinant vaccine,Ongoing,Post-Launch,Very High,Little / Uncertain differentiation,,,,Nuvaxovid,Active immunization,,Biologics,REC,Licensed,,SP0288_IND001,TRUE,Covid19,Covid19,Post-Licence,10084458,COVID-19 prophylaxis,Ongoing,Vaccines,Innovation & Vaccine Value,1
SP0247,Research,VACCINE,RSV+hMPV+PIV3 LAV ,Respiratory syncytial virus + human metapneumovirus + parainfluenza virus 3 live attenuated combination vaccine,Ongoing,M0-M2,Medium,FiC,,,,,Active Immunization,,Biologics,LAV,Licensed,,SP0247_IND001,TRUE,RSV+hMPV+PIV3 disease - toddlers,RSV+hMPV+PIV3 disease - toddlers,M0-M2,10061603,Respiratory syncytial virus infection,Ongoing,Vaccines,RSV,0.22
LC81328,Research,PHARMA,GPRC5D x FcRH5 x CD16 x CD3gd Nanobody VHH (NKCE/TCE) (LC81328),LC81328 - GPRC5D x FcRH5 x CD16 x CD3gd Nanobody VHH (NKCE/TCE),Ongoing,M1-M2,Regular Priority,FiC,,,,,GPRC5D x FcRH5 x CD16 x CD3gd Nanobody VHH (NKCE/TCE),GPRC5D x FcRH5 x CD16 x CD3gd NKCE,Biologics,NBDY,Internal,Cytotoxicity,LC81328_IND001,TRUE,Multiple Myeloma,MM,,10028228,Multiple myeloma,Ongoing,Oncology,Multiple Myeloma,
SAR440340,Development,PHARMA,itepekimab,SAR440340 - IL33 mAb,Ongoing,Phase 3,Medium,FiC,,,itepekimab,,IL33 mAb,IL33,Biologics,ANT,Licensed,Antagonism,SAR440340_IND001,FALSE,Chronic Obstructive Pulmonary Disease,COPD,Phase 3,10009033,Chronic obstructive pulmonary disease,Ongoing,Immuno-inflammation,Respiratory,0.42
SAR448272,Development,PHARMA,STAT6 Degrader,SAR448272 - STAT6 sm - Degrader,Ongoing,Preclinical,GATE,FiC,XC01158,XC01158,,,STAT6 sm - Degrader,STAT6 Degrader,Synthetic,SM,Internal,Degradation,SAR448272_IND001,TRUE,Atopic Dermatitis,AD,Preclinical,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,0.07
LC81681,Research,PHARMA,TSLP x C5aR1 Nanobody VHH (LC81681),LC81681 - TSLP x C5aR1 Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,TSLP x C5aR1 Nanobody VHH,TSLPxC5aR1,Biologics,NBDY,Internal,Antagonism,LC81681_IND002,,Chronic Obstructive Pulmonary Disease,COPD,,10009033,Chronic obstructive pulmonary disease,Ongoing,,,
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND011,FALSE,Amyloidosis - Mono,Amyloidosis,Phase 2,10002022,Amyloidosis,Stopped,Oncology,Other,
LC81670,Research,PHARMA,OX40 x PD1 Hybrid (LC81670),LC81670 - OX40 x PD1 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,OX40 x PD1 Hybrid,OX40xPD1,Biologics,HYB,Internal,Modulation,LC81670_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
LC81684,Research,PHARMA,TSLP x IL5 Hybrid (LC81684),LC81684 - TSLP x IL5 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,TSLP x IL5 Hybrid,TSLPxIL5,Biologics,HYB,Internal,Antagonism,LC81684_IND001,TRUE,Asthma,Asthma,,10003553,Asthma,Ongoing,Immuno-inflammation,Respiratory,
LC81694,Research,PHARMA,CD19 x BCMA x Dectin1 Hybrid (MCE) (LC81694),LC81694 - CD19 x BCMA x Dectin1 Hybrid (MCE),Ongoing,M0-M1,Regular Priority,BiC,,,,,CD19 x BCMA x Dectin1 Hybrid (MCE),CD19xBCMAxDectin1 MCE,Biologics,HYB,Licensed,Cytotoxicity,LC81694_IND007,,Rheumatoid Arthritis,RA,,10039073,Rheumatoid arthritis,Ongoing,,,
SAR439774,Development,PHARMA,Qfitlia,SAR439774 - Antithrombin III siRNA,Ongoing,LCM,Standard,FiC,,,fitusiran,Qfitlia,Antithrombin III siRNA,ATIII siRNA,Synthetic,OLIG,Licensed,Lowering,SAR439774_IND002,FALSE,Hemophilia A/B - Ped - 2-11 years -,Hem A/B - Ped 2-11y,Phase 3,10066439,Hemophilia,Ongoing,Rare Diseases,Hemophilia,0.87
SAR153191,Development,PHARMA,Kevzara,SAR153191 - IL6R mAb,Ongoing,LCM,Standard,Little / Uncertain differentiation,,,sarilumab,Kevzara,IL6R mAb,IL6R,Biologics,ANT,Licensed,Inhibition,SAR153191_IND009,FALSE,VLID (COVID-19),,,10053983,Corona virus infection,Stopped,Immuno-inflammation,,
LC81650,Research,PHARMA,CD30L x OX40L Nanobody VHH (LC81650),LC81650 - CD30L x OX40L Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,CD30L x OX40L Nanobody VHH,CD30LxOX40L VHH,Biologics,NBDY,Internal,Antagonism,LC81650_IND003,,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,,,
SAR444671,Development,PHARMA,Wayrilz,SAR444671 - BTK sm,Ongoing,LCM,Medium,FiC,,,rilzabrutinib,Wayrilz,BTK sm,BTK,Synthetic,SM,Acquired,Inhibition,SAR444671_IND011,FALSE,Primary Focal Segmental Glomerular Sclerosis / Minimal Change Disease - Adult & Ped - 2yr+,PFSGS/MCD,Phase 2A,10067757,Focal segmental glomerulosclerosis,Ongoing,Rare Diseases,Rare Renal and Bone Disorders,0.18
LC81701,Research,PHARMA,CD46 x NKG2DL in vivo CAR-T (CD8 targeted) (LC81701),LC81701 - CD46 x NKG2DL in vivo CAR-T (CD8 targeted),Ongoing,M0-M1,Regular Priority,FiC,,,,,CD46 x NKG2DL in vivo CAR-T (CD8 targeted),CD46xNKG2DL CAR-T (CD8 targeted),Biologics,NV GT,Internal,Cytotoxicity,LC81701_IND001,TRUE,Multiple Myeloma,MM,,10028228,Multiple myeloma,Ongoing,Oncology,Multiple Myeloma,
LC81354,Research,PHARMA,STAT6 sm (LC81354),LC81354 - STAT6 sm,Ongoing,M1-M2,High Priority,FiC,,,,,STAT6 sm,STAT6,Synthetic,SM,Internal,Inhibition,LC81354_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
SAR341402,Development,PHARMA,Truvelog/Insulin aspart,SAR341402 - Rapid acting insulin (SARA),Completed,LCM,Standard,FiC,,,insulin aspart,Truvelog/Insulin aspart,Rapid acting insulin (SARA),Insulin aspart,Biologics,INS,Internal,Mimetism,SAR341402_IND002,FALSE,T1 & T2 Diabetes Mellitus - Solution - Japan,,LCM,10012594,Diabetes,Completed,DCVM,,1
SP0087,Development,VACCINE,VRVg,Lyssavirus rabies inactivated vaccine - Vero cell 2nd Generation,Ongoing,Regulatory submission,High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,IAV,Internal,,SP0087_IND001,TRUE,Rabies,Rabies,Regulatory submission,10037742,Rabies,Ongoing,Vaccines,PMED_Travel Endemic,0.96
LC81669,Research,PHARMA,CD2 x PD1 Nanobody VHH (LC81669),LC81669 - CD2 x PD1 Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,CD2 x PD1 Nanobody VHH,CD2xPD1,Biologics,NBDY,Internal,Agonism,LC81669_IND002,,Type 1 Diabetes,T1DM,,10067584,Type 1 diabetes mellitus,Ongoing,,,
SAR342434,Development,PHARMA,Admelog/Insulin lispro Sanofi,SAR342434 - Rapid acting insulin (LISA),Completed,LCM,Standard,LCM project,,,insulin lispro,Admelog/Insulin lispro Sanofi,Rapid acting insulin (LISA),Insulin lispro,Biologics,INS,Internal,Mimetism,SAR342434_IND002,FALSE,T1 & T2 Diabetes Mellitus - 5mL vial - Clear Solution,,LCM,10012594,Diabetes,Completed,DCVM,,1
LC81376,Research,PHARMA,PD1 x OX40L Hybrid (LC81376),LC81376 - PD1 x OX40L Hybrid,Ongoing,M1-M2,High Priority,FiC,SAR449397,SAR449397,,,PD1 x OX40L Hybrid,PD1xOX40L,Biologics,HYB,Internal,Immune modulation,LC81376_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
LC81679,Research,PHARMA,ST2 x TACI Hybrid (LC81679),LC81679 - ST2 x TACI Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,ST2 x TACI Hybrid,ST2xTACI,Biologics,HYB,Internal,Modulation,LC81679_IND003,,Rheumatoid Arthritis,RA,,10039073,Rheumatoid arthritis,Ongoing,,,
LC81113,Research,PHARMA,Multi KRAS sm (LC81113),LC81113 - Multi KRAS sm,Ongoing,M1-M2,Regular Priority,BiC,,,,,Multi KRAS sm,Multi KRAS,Synthetic,SM,Internal,Inhibition,LC81113_IND002,,Colorectal Cancer,CRC,,10061451,Colorectal cancer,Ongoing,,,
SAR342434,Development,PHARMA,Admelog/Insulin lispro Sanofi,SAR342434 - Rapid acting insulin (LISA),Completed,LCM,Standard,LCM project,,,insulin lispro,Admelog/Insulin lispro Sanofi,Rapid acting insulin (LISA),Insulin lispro,Biologics,INS,Internal,Mimetism,SAR342434_IND004,TRUE,T1 & T2 Diabetes Mellitus - Insulin Lispro Solution - Interchangeability,T1&T2 DM - Lispro - Sol-Interch,Phase 1,10012594,Diabetes,Stopped,DCVM,T1 & T2 Diabetes,0.78
LC81662,Research,PHARMA,a4b7 x TL1A mAb (LC81662),LC81662 - a4b7 x TL1A mAb,Ongoing,M0-M1,Regular Priority,BiC,,,,,a4b7 x TL1A mAb,a4b7xTL1A,Biologics,ANT,Internal,Antagonism,LC81662_IND002,,Metabolic dysfunction-associated steatohepatitis,MASH,,10090856,Metabolic dysfunction-associated steatohepatitis,Ongoing,,,
SAR441566,Development,PHARMA,balinatunfib,SAR441566 - TNFa sm - TNFR1 signaling inhibition,Ongoing,Phase 2,Medium,FiC,LC81095,LC81095,balinatunfib,,TNFa sm - TNFR1 signaling inhibition,TNFR1si,Synthetic,SM,Internal,Inhibition,SAR441566_IND001,FALSE,Rheumatoid Arthritis,RA,Phase 2,10039073,Rheumatoid arthritis,Ongoing,Immuno-inflammation,Rheumatology,0.31
SP0202,Development,VACCINE,PCV21,Streptococcus pneumoniae conjugate vaccine,Ongoing,Phase 3,High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,GCV,Licensed,,SP0202_IND001,FALSE,Common activities - Skypac,,,10092606,Invasive pneumococcal disease,Completed,Vaccines,PMED_Pneumo Meningitis,
LC81681,Research,PHARMA,TSLP x C5aR1 Nanobody VHH (LC81681),LC81681 - TSLP x C5aR1 Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,TSLP x C5aR1 Nanobody VHH,TSLPxC5aR1,Biologics,NBDY,Internal,Antagonism,LC81681_IND001,TRUE,Asthma,Asthma,,10003553,Asthma,Ongoing,Immuno-inflammation,Respiratory,
LC81222,Research,PHARMA,CTPS1 sm (LC81222),LC81222 - CTPS1 sm,Ongoing,M1-M2,Regular Priority,BiC,SAR448447,SAR448447,,,CTPS1 sm,CTPS1,Synthetic,SM,Internal,Inhibition,LC81222_IND006,,Systemic Lupus Erythematosus,SLE,,10042945,Systemic lupus erythematosus,Ongoing,,,
LC81667,Research,PHARMA,BTLA x PD1 Hybrid (LC81667),LC81667 - BTLA x PD1 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,BTLA x PD1 Hybrid,BTLAxPD1,Biologics,HYB,Internal,Agonism,LC81667_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
LC81425,Research,PHARMA,TL1A x OX40L mAb (LC81425),LC81425 - TL1A x OX40L mAb,Ongoing,M0-M1,Regular Priority,FiC,,,,,TL1A x OX40L mAb,TL1AxOX40L,Biologics,ANT,Internal,Antagonism,LC81425_IND006,,Rheumatoid Arthritis,RA,,10039073,Rheumatoid arthritis,Ongoing,,,
LC81396,Research,PHARMA,IRF5 sm (LC81396),LC81396 - IRF5 sm,Ongoing,M0-M1,High Priority,FiC,,,,,IRF5 sm,IRF5,Synthetic,SM,Internal,Inhibition,LC81396_IND001,TRUE,Systemic Lupus Erythematosus,SLE,,10042945,Systemic lupus erythematosus,Ongoing,Immuno-inflammation,Rheumatology,
LC81186,Research,PHARMA,ARSA AAV (LC81186),LC81186 - ARSA AAV,Completed,M1-M2,High Priority,FiC,SAR445701,SAR445701,,,ARSA AAV,ARSA AAV,Biologics,AAV GT,Internal,Replacement,LC81186_IND001,TRUE,Discovery,,,10067609,Metachromatic leukodystrophy,Completed,Rare Diseases,,
LC81392,Research,PHARMA,TFRC x IFNAR1 mAb (LC81392),LC81392 - TFRC x IFNAR1 mAb,Ongoing,M1-M2,Regular Priority,FiC,,,,,TFRC x IFNAR1 mAb,TFRCxIFNAR1,Biologics,ANT,Internal,Antagonism,LC81392_IND001,TRUE,Alzheimer's Disease,Alzheimer,,10001896,Alzheimer's disease,Ongoing,Neurology,Neurodegenerative diseases,
SAR444671,Development,PHARMA,Wayrilz,SAR444671 - BTK sm,Ongoing,LCM,Medium,FiC,,,rilzabrutinib,Wayrilz,BTK sm,BTK,Synthetic,SM,Acquired,Inhibition,SAR444671_IND008,FALSE,Warm Autoimmune Hemolytic Anemia,wAIHA,Phase 3,10087092,Warm autoimmune hemolytic anemia,Ongoing,Rare Diseases,Immune Mediated Blood Disorders,0.7
SAR442168,Development,PHARMA,Cenrifki,SAR442168 - BTK sm - Central,Ongoing,Regulatory submission,Medium,BiC,,,tolebrutinib,Cenrifki,BTK sm - Central,BTK central,Synthetic,SM,Acquired,Inhibition,SAR442168_IND001,FALSE,Relapsing Multiple Sclerosis,PIRA,Regulatory submission,10063399,Relapsing-remitting multiple sclerosis,Ongoing,Neurology,Neuro-inflammation,0.4
LC81666,Research,PHARMA,BTLA x OX40 Hybrid (LC81666),LC81666 - BTLA x OX40 Hybrid,Ongoing,M0-M1,Regular Priority,FiC,,,,,BTLA x OX40 Hybrid,BTLAxOX40,Biologics,HYB,Internal,Modulation,LC81666_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
LC81095,Research,PHARMA,TNFa sm - Backup (LC81095),LC81095 - TNFa sm - Backup,Ongoing,M1-M2,Regular Priority,BiC,SAR441566,SAR441566,,,TNFa sm - Backup,TNFa sm BU,Synthetic,SM,Internal,Inhibition,LC81095_IND003,FALSE,BU2 -Tricyclics Series - Stopped,,,,,Stopped,Immuno-inflammation,,
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND010,FALSE,Chronic Obstructive Pulmonary Disease,COPD,LCM,10009033,Chronic obstructive pulmonary disease,Completed,Immuno-inflammation,Respiratory,1
SAR446959,Development,PHARMA,MAC,SAR446959 - MMP13 x ADAMTS5 x CAP Nanobody VHH,Ongoing,Phase 1,GATE,FiC,,,,,MMP13 x ADAMTS5 x CAP Nanobody VHH,MAC,Biologics,NBDY,Licensed,Blocking,SAR446959_IND001,TRUE,Osteoarthritis,OA,Phase 1,10031161,Osteoarthritis,Ongoing,Immuno-inflammation,Rheumatology,0.12
GZ402673,Development,PHARMA,Lemtrada,GZ402673 - Anti-CD52 mAb,Completed,LCM,Standard,LCM project,,,alemtuzumab,Lemtrada,Anti-CD52 mAb,CD52,Biologics,ANT,Acquired,Binding,GZ402673_IND004,FALSE,R-MS Subcutaneous administration (NO GO ),,,10028245,Multiple sclerosis,Stopped,Neurology,,
SAR402663,Development,PHARMA,sFLT-01 AAV,SAR402663 - sFLT01 AAV,Ongoing,Phase 2,GATE,Little / Uncertain differentiation,LC80946,LC80946,,,sFLT01 AAV,sFLT-01 AAV,Biologics,AAV GT,Internal,Replacement,SAR402663_IND001,TRUE,Age-related macular degeneration - Neovascular,AMD - Neovascular,Phase 2,10075568,Wet age-related macular degeneration,Ongoing,Ophthalmology,Neurodegenerative diseases,0.35
SAR231893,Development,PHARMA,Dupixent,SAR231893 - IL4R mAb,Ongoing,LCM,High,FiC,,,dupilumab,Dupixent,IL4R mAb,IL4R,Biologics,ANT,Licensed,Inhibition,SAR231893_IND012,FALSE,Eosinophilic Esophagitis - Adult & Ped - 12-17 years,EoE - Adult & Ped >12y,LCM,10064212,Eosinophilic oesophagitis,Completed,Immuno-inflammation,Gastroenterology,1
LC81701,Research,PHARMA,CD46 x NKG2DL in vivo CAR-T (CD8 targeted) (LC81701),LC81701 - CD46 x NKG2DL in vivo CAR-T (CD8 targeted),Ongoing,M0-M1,Regular Priority,FiC,,,,,CD46 x NKG2DL in vivo CAR-T (CD8 targeted),CD46xNKG2DL CAR-T (CD8 targeted),Biologics,NV GT,Internal,Cytotoxicity,LC81701_IND002,,Colorectal Cancer,CRC,,10061451,Colorectal cancer,Ongoing,,,
LC81687,Research,PHARMA,STAT6 sm degrader - Next Generation (LC81687),LC81687 - STAT6 sm degrader - Next Generation,Ongoing,M0-M1,Regular Priority,BiC,,,,,STAT6 sm degrader - Next Generation,STAT6 degrader Next Gen,Synthetic,SM,Licensed,Degradation,LC81687_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
LC81412,Research,PHARMA,SLC15A4 sm (LC81412),LC81412 - SLC15A4 sm,Ongoing,M1-M2,High Priority,FiC,,,,,SLC15A4 sm,SLC15A4,Synthetic,SM,Licensed,Inhibition,LC81412_IND004,,Cutaneous Lupus Erythematosus,CLE,,10056509,Cutaneous lupus erythematosus,Ongoing,,,
LC81650,Research,PHARMA,CD30L x OX40L Nanobody VHH (LC81650),LC81650 - CD30L x OX40L Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,CD30L x OX40L Nanobody VHH,CD30LxOX40L VHH,Biologics,NBDY,Internal,Antagonism,LC81650_IND001,TRUE,Asthma,Asthma,,10003553,Asthma,Ongoing,Immuno-inflammation,Respiratory,
SAR650984,Development,PHARMA,Sarclisa,SAR650984 - CD38 mAb,Ongoing,LCM,Medium,BiC,,,isatuximab,Sarclisa,CD38 mAb,CD38,Biologics,ANT,Licensed,Binding,SAR650984_IND017,FALSE,4L RRMM  - Mono,4L RRMM  - Mono,,10028228,Multiple myeloma,Stopped,Oncology,,
XC01159,Research,PHARMA,IL17A sm (XC01159),XC01159 - IL17A sm,Completed,M1-M2,High Priority,BiC,SAR447432,SAR447432,,,IL17A sm,IL17A,Synthetic,SM,Licensed,Antagonism,XC01159_IND002,,Psoriasis,Psoriasis,,10037153,Psoriasis,Completed,,,
SAR448940,Development,PHARMA,elenestinib,SAR448940 - KIT D816V sm - Next Generation,Ongoing,Phase 3,Medium,BiC,,,elenestinib,,KIT D816V sm - Next Generation,KIT D816V Next Gen,Synthetic,SM,Acquired,Inhibition,SAR448940_IND002,FALSE,Advanced Systemic Mastocytosis,AdvSM,Phase 2,10089805,Advanced systemic mastocytosis,Stopped,Rare Diseases,Immune Mediated Blood Disorders,0.05
LC81703,Research,PHARMA,IL22RA1 x IL13 mAb (LC81703),LC81703 - IL22RA1 x IL13 mAb,Ongoing,M0-M1,Regular Priority,Not Defined,,,,,IL22RA1 x IL13 mAb,IL22RA1xIL13,Biologics,ANT,Licensed,Blocking,LC81703_IND001,TRUE,Atopic Dermatitis,AD,,10012438,Dermatitis atopic,Ongoing,Immuno-inflammation,Dermatology,
LC81423,Research,PHARMA,VEGF x AREG mAb (LC81423),LC81423 - VEGF x AREG mAb,Ongoing,M0-M1,Regular Priority,FiC,,,,,VEGF x AREG mAb,VEGFxAREG,Biologics,ANT,Internal,Blocking,LC81423_IND001,TRUE,Lung Cancer,Lung Cancer,,10058467,Lung neoplasm malignant,Ongoing,Oncology,Lung Cancer,
LC10163,Research,PHARMA,SOX sm (LC10163),LC10163 - SOX sm,Completed,M1-M2,Regular Priority,FiC,SAR447225,SAR447225,,,SOX sm,SOX,Synthetic,SM,Internal,Induction,LC10163_IND001,TRUE,Osteoarthritis - Knee,OA - Knee,,10031161,Osteoarthritis,Completed,Immuno-inflammation,,
AVE0010,Development,PHARMA,Lyxumia/Adlyxin,AVE0010 - GLP1R peptide,Completed,LCM,Standard,LCM project,,,lixisenatide,Lyxumia/Adlyxin,GLP1R peptide,GLP1R,Synthetic,PEP,Licensed,Agonism,AVE0010_IND011,FALSE,Lyxumia - T2DM - Immediate Release - OAD Failure - China - SC Route,,LCM,10067585,Type 2 diabetes mellitus,Completed,DCVM,,1
SAR448555,Development,PHARMA,IL23RxIL23p19,SAR448555 - IL23R x IL23p19 peptide,Ongoing,Preclinical,GATE,BiC,LC81263,LC81263,,,IL23R x IL23p19 peptide,IL23RxIL23p19,Synthetic,PEP,Internal,Inhibition,SAR448555_IND001,TRUE,Ulcerative Colitis,UC,Preclinical,10009900,Colitis ulcerative,Ongoing,Immuno-inflammation,Gastroenterology,0.03
LC81647,Research,PHARMA,TREM1 x CD30L Nanobody VHH (LC81647),LC81647 - TREM1 x CD30L Nanobody VHH,Ongoing,M0-M1,Regular Priority,FiC,,,,,TREM1 x CD30L Nanobody VHH,TREM1xCD30L VHH,Biologics,NBDY,Internal,Antagonism,LC81647_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
AVE0010,Development,PHARMA,Lyxumia/Adlyxin,AVE0010 - GLP1R peptide,Completed,LCM,Standard,LCM project,,,lixisenatide,Lyxumia/Adlyxin,GLP1R peptide,GLP1R,Synthetic,PEP,Licensed,Agonism,AVE0010_IND001,TRUE,Lyxumia - T2DM - Immediate Release - SC Route,,LCM,10067585,Type 2 diabetes mellitus,Completed,DCVM,,1
SAR443765,Development,PHARMA,lunsekimig,SAR443765 - IL13 x TSLP Nanobody VHH,Ongoing,Phase 2,Medium,FiC,XC01141,XC01141,lunsekimig,,IL13 x TSLP Nanobody VHH,IL13xTSLP,Biologics,NBDY,Internal,Blocking,SAR443765_IND002,FALSE,Chronic Rhinosinusitis with Nasal Polyps,CRSwNP,Phase 2,10080060,Chronic rhinosinusitis with nasal polyps,Ongoing,Immuno-inflammation,Respiratory,0.52
LC81372,Research,PHARMA,CD80 mAb (PDL1 disrupting) (LC81372),LC81372 - CD80 mAb (PDL1 disrupting),Ongoing,M1-M2,High Priority,FiC,,,,,CD80 mAb (PDL1 disrupting),CD80 (PDL1 disrupting),Biologics,ANT,Internal,Blocking,LC81372_IND001,TRUE,Inflammatory Bowel Disease,IBD,,10021972,Inflammatory bowel disease,Ongoing,Immuno-inflammation,Gastroenterology,
GZ402671,Development,PHARMA,venglustat,GZ402671 - GCS sm - 2nd generation,Ongoing,Phase 3,Standard,FiC,,,venglustat,,GCS sm - 2nd generation,GCS 2nd gen,Synthetic,SM,Acquired,Inhibition,GZ402671_IND005,FALSE,Fabry Disease,Fabry Disease,Phase 3,10016016,Fabry's disease,Ongoing,Rare Diseases,Metabolic Disorders,0.57
LC81425,Research,PHARMA,TL1A x OX40L mAb (LC81425),LC81425 - TL1A x OX40L mAb,Ongoing,M0-M1,Regular Priority,FiC,,,,,TL1A x OX40L mAb,TL1AxOX40L,Biologics,ANT,Internal,Antagonism,LC81425_IND002,,Asthma,Asthma,,10003553,Asthma,Ongoing,,,
SP0292,Research,VACCINE,Peanut mRNA,Peanut allergen mRNA vaccine,Ongoing,M0-M2,Very High,FiC,,,,,Peanut allergen mRNA vaccine,,Biologics,MRNAV,Internal,,SP0292_IND001,TRUE,Peanut allergy,Peanut allergy,M0-M2,10034202,Peanut allergy,Ongoing,Vaccines,Innovation & Vaccine Value,0.22
LC81220,Research,PHARMA,CD28 x OX40 Hybrid (LC81220),LC81220 - CD28 x OX40 Hybrid,Completed,M1-M2,Regular Priority,FiC,SAR446422,SAR446422,,,CD28 x OX40 Hybrid,CD28xOX40,Biologics,HYB,Internal,Inhibition,LC81220_IND001,TRUE,Discovery,,,10022611,Interstitial lung disease,Completed,Immuno-inflammation,,
SP0236,Development,VACCINE,Flu rec Pandemic,Influenza recombinant vaccine - Pandemic,Ongoing,Preclinical,Medium,BiC,,,,Panblok,Active immunization,,Biologics,REC,Acquired,,SP0236_IND003,FALSE,Indication for H5/H7 antigen design - Cancelled,H5/H7 AD,M0-M2,10022000,Influenza,Stopped,Vaccines,FLU,
SAR445229,Development,PHARMA,amlitelimab,SAR445229 - OX40L mAb,Ongoing,Phase 3,High,BiC,,,amlitelimab,,OX40L mAb,OX40L,Biologics,ANT,Acquired,Blocking,SAR445229_IND004,FALSE,Hidradenitis Suppurativa,HS,Phase 2,10020041,Hidradenitis suppurativa,Stopped,Immuno-inflammation,Dermatology,
SP0202,Development,VACCINE,PCV21,Streptococcus pneumoniae conjugate vaccine,Ongoing,Phase 3,High,Little / Uncertain differentiation,,,,,Active immunization,,Biologics,GCV,Licensed,,SP0202_IND002,FALSE,STOPPED Pneumococcal conjugate vaccine (21v) - Adults,PCV - Adult,Phase 2,10092606,Invasive pneumococcal disease,Stopped,Vaccines,PMED_Pneumo Meningitis,
SAR448972,Development,PHARMA,Ayvakit,SAR448972 - KIT D816V sm,Ongoing,LCM,Standard,FiC,,,avapritinib,Ayvakit,KIT D816V sm,KIT D816V sm,Synthetic,SM,Acquired,Inhibition,SAR448972_IND001,FALSE,Indolent Systemic Mastocytosis,IndoSM,LCM,10056452,Indolent systemic mastocytosis,Completed,Rare Diseases,Immune Mediated Blood Disorders,1
AVE0010,Development,PHARMA,Lyxumia/Adlyxin,AVE0010 - GLP1R peptide,Completed,LCM,Standard,LCM project,,,lixisenatide,Lyxumia/Adlyxin,GLP1R peptide,GLP1R,Synthetic,PEP,Licensed,Agonism,AVE0010_IND012,FALSE,Lyxumia - T2DM - Add-on to basal - China - SC Route,,LCM,10067585,Type 2 diabetes mellitus,Completed,DCVM,,1
SAR445088,Development,PHARMA,riliprubart,SAR445088 - Complement C1s mAb - Active form,Ongoing,Phase 3,Standard,FiC,LC81265,LC81265,riliprubart,,Complement C1s mAb - Active form,aC1s,Biologics,ANT,Acquired,Inhibition,SAR445088_IND008,FALSE,Chronic Inflammatory Demyelinating Polyneuropathy -  IVIg treated,CIDP – IVIg,Phase 3,10057645,Chronic inflammatory demyelinating polyradiculoneuropathy,Ongoing,Neurology,Neuro-inflammation,0.65
